Time (s);IRQ;;FSM;
-0.01948425;0;0;1;3.13E-06
-0.01948112;0;0;1;3.13E-06
-0.01947799;0;0;1;3.13E-06
-0.01947486;0;0;1;3.13E-06
-0.01947173;0;0;1;3.13E-06
-0.0194686;0;0;1;3.13E-06
-0.01946547;0;0;1;3.13E-06
-0.01946234;0;0;1;3.13E-06
-0.01945921;0;0;1;3.13E-06
-0.01945608;0;0;1;3.13E-06
-0.01945295;0;0;1;3.13E-06
-0.01944982;0;0;1;3.13E-06
-0.01944669;0;0;1;3.13E-06
-0.01944356;0;0;1;3.13E-06
-0.01944043;0;0;1;3.13E-06
-0.0194373;0;0;1;3.13E-06
-0.01943417;0;0;1;3.13E-06
-0.01943104;0;0;1;3.13E-06
-0.01942791;0;0;1;3.13E-06
-0.01942478;0;0;1;3.13E-06
-0.01942165;0;0;1;3.13E-06
-0.01941852;0;0;1;3.13E-06
-0.01941539;0;0;1;3.13E-06
-0.01941226;0;0;1;3.13E-06
-0.01940913;0;0;1;3.13E-06
-0.019406;0;0;1;3.13E-06
-0.01940287;0;0;1;3.13E-06
-0.01939974;0;0;1;3.13E-06
-0.01939661;0;0;1;3.13E-06
-0.01939348;0;0;1;3.13E-06
-0.01939035;0;0;1;3.13E-06
-0.01938722;0;0;1;3.13E-06
-0.01938409;0;0;1;3.13E-06
-0.01938096;0;0;1;3.13E-06
-0.01937783;0;0;1;3.13E-06
-0.0193747;0;0;1;3.13E-06
-0.01937157;0;0;1;3.13E-06
-0.01936844;0;0;1;3.13E-06
-0.01936531;0;0;1;3.13E-06
-0.01936218;0;0;1;3.13E-06
-0.01935905;0;0;1;3.13E-06
-0.01935592;0;0;1;3.13E-06
-0.01935279;0;0;1;3.13E-06
-0.01934966;0;0;1;3.13E-06
-0.01934653;0;0;1;3.13E-06
-0.0193434;0;0;1;3.13E-06
-0.01934027;0;0;1;3.13E-06
-0.01933714;0;0;1;3.13E-06
-0.01933401;0;0;1;3.13E-06
-0.01933088;0;0;1;3.13E-06
-0.01932775;0;0;1;3.13E-06
-0.01932462;0;0;1;3.13E-06
-0.01932149;0;0;1;3.13E-06
-0.01931836;0;0;1;3.13E-06
-0.01931523;0;0;1;3.13E-06
-0.0193121;0;0;1;3.13E-06
-0.01930897;0;0;1;3.13E-06
-0.01930584;0;0;1;3.13E-06
-0.01930271;0;0;1;3.13E-06
-0.01929958;0;0;1;3.13E-06
-0.01929645;0;0;1;3.13E-06
-0.01929332;0;0;1;3.13E-06
-0.01929019;0;0;1;3.13E-06
-0.01928706;0;0;1;3.13E-06
-0.01928393;0;0;1;3.13E-06
-0.0192808;0;0;1;3.13E-06
-0.01927767;0;0;1;3.13E-06
-0.01927454;0;0;1;3.13E-06
-0.01927141;0;0;1;3.13E-06
-0.01926828;0;0;1;3.13E-06
-0.01926515;1;3.13E-06;1;3.13E-06
-0.01926202;1;3.13E-06;1;3.13E-06
-0.01925889;0;0;1;3.13E-06
-0.01925576;0;0;1;3.13E-06
-0.01925263;0;0;1;3.13E-06
-0.0192495;0;0;1;3.13E-06
-0.01924637;0;0;1;3.13E-06
-0.01924324;0;0;1;3.13E-06
-0.01924011;0;0;1;3.13E-06
-0.01923698;0;0;1;3.13E-06
-0.01923385;0;0;1;3.13E-06
-0.01923072;0;0;1;3.13E-06
-0.01922759;0;0;1;3.13E-06
-0.01922446;0;0;1;3.13E-06
-0.01922133;0;0;1;3.13E-06
-0.0192182;0;0;1;3.13E-06
-0.01921507;0;0;1;3.13E-06
-0.01921194;0;0;1;3.13E-06
-0.01920881;0;0;1;3.13E-06
-0.01920568;0;0;1;3.13E-06
-0.01920255;0;0;1;3.13E-06
-0.01919942;0;0;1;3.13E-06
-0.01919629;0;0;1;3.13E-06
-0.01919316;0;0;1;3.13E-06
-0.01919003;0;0;1;3.13E-06
-0.0191869;0;0;1;3.13E-06
-0.01918377;0;0;1;3.13E-06
-0.01918064;0;0;1;3.13E-06
-0.01917751;0;0;1;3.13E-06
-0.01917438;0;0;1;3.13E-06
-0.01917125;0;0;1;3.13E-06
-0.01916812;0;0;1;3.13E-06
-0.01916499;0;0;1;3.13E-06
-0.01916186;0;0;1;3.13E-06
-0.01915873;0;0;1;3.13E-06
-0.0191556;0;0;1;3.13E-06
-0.01915247;0;0;1;3.13E-06
-0.01914934;0;0;1;3.13E-06
-0.01914621;0;0;1;3.13E-06
-0.01914308;0;0;1;3.13E-06
-0.01913995;0;0;1;3.13E-06
-0.01913682;0;0;1;3.13E-06
-0.01913369;0;0;1;3.13E-06
-0.01913056;0;0;1;3.13E-06
-0.01912743;0;0;1;3.13E-06
-0.0191243;0;0;1;3.13E-06
-0.01912117;0;0;1;3.13E-06
-0.01911804;0;0;1;3.13E-06
-0.01911491;0;0;1;3.13E-06
-0.01911178;0;0;1;3.13E-06
-0.01910865;0;0;1;3.13E-06
-0.01910552;0;0;1;3.13E-06
-0.01910239;0;0;1;3.13E-06
-0.01909926;0;0;1;3.13E-06
-0.01909613;0;0;1;3.13E-06
-0.019093;0;0;1;3.13E-06
-0.01908987;0;0;1;3.13E-06
-0.01908674;0;0;1;3.13E-06
-0.01908361;0;0;1;3.13E-06
-0.01908048;0;0;1;3.13E-06
-0.01907735;0;0;1;3.13E-06
-0.01907422;0;0;1;3.13E-06
-0.01907109;0;0;1;3.13E-06
-0.01906796;0;0;1;3.13E-06
-0.01906483;0;0;1;3.13E-06
-0.0190617;0;0;1;3.13E-06
-0.01905857;0;0;1;3.13E-06
-0.01905544;0;0;1;3.13E-06
-0.01905231;0;0;1;3.13E-06
-0.01904918;0;0;1;3.13E-06
-0.01904605;0;0;1;3.13E-06
-0.01904292;0;0;1;3.13E-06
-0.01903979;0;0;1;3.13E-06
-0.01903666;0;0;1;3.13E-06
-0.01903353;0;0;1;3.13E-06
-0.0190304;0;0;1;3.13E-06
-0.01902727;0;0;1;3.13E-06
-0.01902414;0;0;1;3.13E-06
-0.01902101;0;0;1;3.13E-06
-0.01901788;0;0;1;3.13E-06
-0.01901475;0;0;1;3.13E-06
-0.01901162;0;0;1;3.13E-06
-0.01900849;0;0;1;3.13E-06
-0.01900536;0;0;1;3.13E-06
-0.01900223;0;0;1;3.13E-06
-0.0189991;0;0;1;3.13E-06
-0.01899597;0;0;1;3.13E-06
-0.01899284;0;0;1;3.13E-06
-0.01898971;0;0;1;3.13E-06
-0.01898658;0;0;1;3.13E-06
-0.01898345;0;0;1;3.13E-06
-0.01898032;0;0;1;3.13E-06
-0.01897719;0;0;1;3.13E-06
-0.01897406;0;0;1;3.13E-06
-0.01897093;0;0;1;3.13E-06
-0.0189678;0;0;1;3.13E-06
-0.01896467;0;0;1;3.13E-06
-0.01896154;0;0;1;3.13E-06
-0.01895841;0;0;1;3.13E-06
-0.01895528;0;0;1;3.13E-06
-0.01895215;0;0;1;3.13E-06
-0.01894902;0;0;1;3.13E-06
-0.01894589;0;0;1;3.13E-06
-0.01894276;0;0;1;3.13E-06
-0.01893963;0;0;1;3.13E-06
-0.0189365;0;0;1;3.13E-06
-0.01893337;0;0;1;3.13E-06
-0.01893024;0;0;1;3.13E-06
-0.01892711;0;0;1;3.13E-06
-0.01892398;0;0;1;3.13E-06
-0.01892085;0;0;1;3.13E-06
-0.01891772;0;0;1;3.13E-06
-0.01891459;0;0;1;3.13E-06
-0.01891146;0;0;1;3.13E-06
-0.01890833;0;0;1;3.13E-06
-0.0189052;0;0;1;3.13E-06
-0.01890207;1;3.13E-06;1;3.13E-06
-0.01889894;1;3.13E-06;1;3.13E-06
-0.01889581;0;0;1;3.13E-06
-0.01889268;0;0;1;3.13E-06
-0.01888955;0;0;1;3.13E-06
-0.01888642;0;0;1;3.13E-06
-0.01888329;0;0;1;3.13E-06
-0.01888016;0;0;1;3.13E-06
-0.01887703;0;0;1;3.13E-06
-0.0188739;0;0;1;3.13E-06
-0.01887077;0;0;1;3.13E-06
-0.01886764;0;0;1;3.13E-06
-0.01886451;0;0;1;3.13E-06
-0.01886138;0;0;1;3.13E-06
-0.01885825;0;0;1;3.13E-06
-0.01885512;0;0;1;3.13E-06
-0.01885199;0;0;1;3.13E-06
-0.01884886;0;0;1;3.13E-06
-0.01884573;0;0;1;3.13E-06
-0.0188426;0;0;1;3.13E-06
-0.01883947;0;0;1;3.13E-06
-0.01883634;0;0;1;3.13E-06
-0.01883321;0;0;1;3.13E-06
-0.01883008;0;0;1;3.13E-06
-0.01882695;0;0;1;3.13E-06
-0.01882382;0;0;1;3.13E-06
-0.01882069;0;0;1;3.13E-06
-0.01881756;0;0;1;3.13E-06
-0.01881443;0;0;1;3.13E-06
-0.0188113;0;0;1;3.13E-06
-0.01880817;0;0;1;3.13E-06
-0.01880504;0;0;1;3.13E-06
-0.01880191;0;0;1;3.13E-06
-0.01879878;0;0;1;3.13E-06
-0.01879565;0;0;1;3.13E-06
-0.01879252;0;0;1;3.13E-06
-0.01878939;0;0;1;3.13E-06
-0.01878626;0;0;1;3.13E-06
-0.01878313;0;0;1;3.13E-06
-0.01878;0;0;1;3.13E-06
-0.01877687;0;0;1;3.13E-06
-0.01877374;0;0;1;3.13E-06
-0.01877061;0;0;1;3.13E-06
-0.01876748;0;0;1;3.13E-06
-0.01876435;0;0;1;3.13E-06
-0.01876122;0;0;1;3.13E-06
-0.01875809;0;0;1;3.13E-06
-0.01875496;0;0;1;3.13E-06
-0.01875183;0;0;1;3.13E-06
-0.0187487;0;0;1;3.13E-06
-0.01874557;0;0;1;3.13E-06
-0.01874244;0;0;1;3.13E-06
-0.01873931;0;0;1;3.13E-06
-0.01873618;0;0;1;3.13E-06
-0.01873305;0;0;1;3.13E-06
-0.01872992;0;0;1;3.13E-06
-0.01872679;0;0;1;3.13E-06
-0.01872366;0;0;1;3.13E-06
-0.01872053;0;0;1;3.13E-06
-0.0187174;0;0;1;3.13E-06
-0.01871427;0;0;1;3.13E-06
-0.01871114;0;0;1;3.13E-06
-0.01870801;0;0;1;3.13E-06
-0.01870488;0;0;1;3.13E-06
-0.01870175;0;0;1;3.13E-06
-0.01869862;0;0;1;3.13E-06
-0.01869549;0;0;1;3.13E-06
-0.01869236;0;0;1;3.13E-06
-0.01868923;0;0;1;3.13E-06
-0.0186861;0;0;1;3.13E-06
-0.01868297;0;0;1;3.13E-06
-0.01867984;0;0;1;3.13E-06
-0.01867671;0;0;1;3.13E-06
-0.01867358;0;0;1;3.13E-06
-0.01867045;0;0;1;3.13E-06
-0.01866732;0;0;1;3.13E-06
-0.01866419;0;0;1;3.13E-06
-0.01866106;0;0;1;3.13E-06
-0.01865793;0;0;1;3.13E-06
-0.0186548;0;0;1;3.13E-06
-0.01865167;0;0;1;3.13E-06
-0.01864854;0;0;1;3.13E-06
-0.01864541;0;0;1;3.13E-06
-0.01864228;0;0;1;3.13E-06
-0.01863915;0;0;1;3.13E-06
-0.01863602;0;0;1;3.13E-06
-0.01863289;0;0;1;3.13E-06
-0.01862976;0;0;1;3.13E-06
-0.01862663;0;0;1;3.13E-06
-0.0186235;0;0;1;3.13E-06
-0.01862037;0;0;1;3.13E-06
-0.01861724;0;0;1;3.13E-06
-0.01861411;0;0;1;3.13E-06
-0.01861098;0;0;1;3.13E-06
-0.01860785;0;0;1;3.13E-06
-0.01860472;0;0;1;3.13E-06
-0.01860159;0;0;1;3.13E-06
-0.01859846;1;3.13E-06;1;3.13E-06
-0.01859533;0;0;1;3.13E-06
-0.0185922;0;0;1;3.13E-06
-0.01858907;0;0;1;3.13E-06
-0.01858594;0;0;1;3.13E-06
-0.01858281;0;0;1;3.13E-06
-0.01857968;0;0;1;3.13E-06
-0.01857655;0;0;1;3.13E-06
-0.01857342;0;0;1;3.13E-06
-0.01857029;0;0;1;3.13E-06
-0.01856716;0;0;1;3.13E-06
-0.01856403;0;0;1;3.13E-06
-0.0185609;0;0;1;3.13E-06
-0.01855777;0;0;1;3.13E-06
-0.01855464;0;0;1;3.13E-06
-0.01855151;0;0;1;3.13E-06
-0.01854838;0;0;1;3.13E-06
-0.01854525;0;0;1;3.13E-06
-0.01854212;0;0;1;3.13E-06
-0.01853899;1;3.13E-06;1;3.13E-06
-0.01853586;1;3.13E-06;1;3.13E-06
-0.01853273;0;0;1;3.13E-06
-0.0185296;0;0;1;3.13E-06
-0.01852647;0;0;1;3.13E-06
-0.01852334;0;0;1;3.13E-06
-0.01852021;0;0;1;3.13E-06
-0.01851708;0;0;1;3.13E-06
-0.01851395;0;0;1;3.13E-06
-0.01851082;0;0;1;3.13E-06
-0.01850769;0;0;1;3.13E-06
-0.01850456;0;0;1;3.13E-06
-0.01850143;0;0;1;3.13E-06
-0.0184983;0;0;1;3.13E-06
-0.01849517;0;0;1;3.13E-06
-0.01849204;0;0;1;3.13E-06
-0.01848891;0;0;1;3.13E-06
-0.01848578;0;0;1;3.13E-06
-0.01848265;0;0;1;3.13E-06
-0.01847952;0;0;1;3.13E-06
-0.01847639;0;0;1;3.13E-06
-0.01847326;0;0;1;3.13E-06
-0.01847013;0;0;1;3.13E-06
-0.018467;0;0;1;3.13E-06
-0.01846387;0;0;1;3.13E-06
-0.01846074;0;0;1;3.13E-06
-0.01845761;0;0;1;3.13E-06
-0.01845448;0;0;1;3.13E-06
-0.01845135;0;0;1;3.13E-06
-0.01844822;0;0;1;3.13E-06
-0.01844509;0;0;1;3.13E-06
-0.01844196;0;0;1;3.13E-06
-0.01843883;0;0;1;3.13E-06
-0.0184357;0;0;1;3.13E-06
-0.01843257;0;0;1;3.13E-06
-0.01842944;0;0;1;3.13E-06
-0.01842631;0;0;1;3.13E-06
-0.01842318;0;0;1;3.13E-06
-0.01842005;0;0;1;3.13E-06
-0.01841692;0;0;1;3.13E-06
-0.01841379;0;0;1;3.13E-06
-0.01841066;0;0;1;3.13E-06
-0.01840753;0;0;1;3.13E-06
-0.0184044;0;0;1;3.13E-06
-0.01840127;0;0;1;3.13E-06
-0.01839814;0;0;1;3.13E-06
-0.01839501;0;0;1;3.13E-06
-0.01839188;0;0;1;3.13E-06
-0.01838875;0;0;1;3.13E-06
-0.01838562;0;0;1;3.13E-06
-0.01838249;0;0;1;3.13E-06
-0.01837936;0;0;1;3.13E-06
-0.01837623;0;0;1;3.13E-06
-0.0183731;0;0;1;3.13E-06
-0.01836997;0;0;1;3.13E-06
-0.01836684;0;0;1;3.13E-06
-0.01836371;0;0;1;3.13E-06
-0.01836058;0;0;1;3.13E-06
-0.01835745;0;0;1;3.13E-06
-0.01835432;0;0;1;3.13E-06
-0.01835119;0;0;1;3.13E-06
-0.01834806;0;0;1;3.13E-06
-0.01834493;0;0;1;3.13E-06
-0.0183418;0;0;1;3.13E-06
-0.01833867;0;0;1;3.13E-06
-0.01833554;0;0;1;3.13E-06
-0.01833241;0;0;1;3.13E-06
-0.01832928;0;0;1;3.13E-06
-0.01832615;0;0;1;3.13E-06
-0.01832302;0;0;1;3.13E-06
-0.01831989;0;0;1;3.13E-06
-0.01831676;0;0;1;3.13E-06
-0.01831363;0;0;1;3.13E-06
-0.0183105;0;0;1;3.13E-06
-0.01830737;0;0;1;3.13E-06
-0.01830424;0;0;1;3.13E-06
-0.01830111;0;0;1;3.13E-06
-0.01829798;0;0;1;3.13E-06
-0.01829485;0;0;1;3.13E-06
-0.01829172;0;0;1;3.13E-06
-0.01828859;0;0;1;3.13E-06
-0.01828546;0;0;1;3.13E-06
-0.01828233;0;0;1;3.13E-06
-0.0182792;0;0;1;3.13E-06
-0.01827607;0;0;1;3.13E-06
-0.01827294;0;0;1;3.13E-06
-0.01826981;0;0;1;3.13E-06
-0.01826668;0;0;1;3.13E-06
-0.01826355;0;0;1;3.13E-06
-0.01826042;0;0;1;3.13E-06
-0.01825729;0;0;1;3.13E-06
-0.01825416;0;0;1;3.13E-06
-0.01825103;0;0;1;3.13E-06
-0.0182479;0;0;1;3.13E-06
-0.01824477;0;0;1;3.13E-06
-0.01824164;0;0;1;3.13E-06
-0.01823851;0;0;1;3.13E-06
-0.01823538;0;0;1;3.13E-06
-0.01823225;0;0;1;3.13E-06
-0.01822912;0;0;1;3.13E-06
-0.01822599;0;0;1;3.13E-06
-0.01822286;0;0;1;3.13E-06
-0.01821973;0;0;1;3.13E-06
-0.0182166;0;0;1;3.13E-06
-0.01821347;0;0;1;3.13E-06
-0.01821034;0;0;1;3.13E-06
-0.01820721;0;0;1;3.13E-06
-0.01820408;0;0;1;3.13E-06
-0.01820095;0;0;1;3.13E-06
-0.01819782;0;0;1;3.13E-06
-0.01819469;0;0;1;3.13E-06
-0.01819156;0;0;1;3.13E-06
-0.01818843;0;0;1;3.13E-06
-0.0181853;0;0;1;3.13E-06
-0.01818217;0;0;1;3.13E-06
-0.01817904;0;0;1;3.13E-06
-0.01817591;1;3.13E-06;1;3.13E-06
-0.01817278;1;3.13E-06;1;3.13E-06
-0.01816965;0;0;1;3.13E-06
-0.01816652;0;0;1;3.13E-06
-0.01816339;0;0;1;3.13E-06
-0.01816026;0;0;1;3.13E-06
-0.01815713;0;0;1;3.13E-06
-0.018154;0;0;1;3.13E-06
-0.01815087;0;0;1;3.13E-06
-0.01814774;0;0;1;3.13E-06
-0.01814461;0;0;1;3.13E-06
-0.01814148;0;0;1;3.13E-06
-0.01813835;0;0;1;3.13E-06
-0.01813522;0;0;1;3.13E-06
-0.01813209;0;0;1;3.13E-06
-0.01812896;0;0;1;3.13E-06
-0.01812583;0;0;1;3.13E-06
-0.0181227;0;0;1;3.13E-06
-0.01811957;0;0;1;3.13E-06
-0.01811644;0;0;1;3.13E-06
-0.01811331;0;0;1;3.13E-06
-0.01811018;0;0;1;3.13E-06
-0.01810705;0;0;1;3.13E-06
-0.01810392;0;0;1;3.13E-06
-0.01810079;0;0;1;3.13E-06
-0.01809766;0;0;1;3.13E-06
-0.01809453;0;0;1;3.13E-06
-0.0180914;0;0;1;3.13E-06
-0.01808827;0;0;1;3.13E-06
-0.01808514;0;0;1;3.13E-06
-0.01808201;0;0;1;3.13E-06
-0.01807888;0;0;1;3.13E-06
-0.01807575;0;0;1;3.13E-06
-0.01807262;0;0;1;3.13E-06
-0.01806949;0;0;1;3.13E-06
-0.01806636;0;0;1;3.13E-06
-0.01806323;0;0;1;3.13E-06
-0.0180601;0;0;1;3.13E-06
-0.01805697;0;0;1;3.13E-06
-0.01805384;0;0;1;3.13E-06
-0.01805071;0;0;1;3.13E-06
-0.01804758;0;0;1;3.13E-06
-0.01804445;0;0;1;3.13E-06
-0.01804132;0;0;1;3.13E-06
-0.01803819;0;0;1;3.13E-06
-0.01803506;0;0;1;3.13E-06
-0.01803193;0;0;1;3.13E-06
-0.0180288;0;0;1;3.13E-06
-0.01802567;0;0;1;3.13E-06
-0.01802254;0;0;1;3.13E-06
-0.01801941;0;0;1;3.13E-06
-0.01801628;0;0;1;3.13E-06
-0.01801315;0;0;1;3.13E-06
-0.01801002;0;0;1;3.13E-06
-0.01800689;0;0;1;3.13E-06
-0.01800376;0;0;1;3.13E-06
-0.01800063;0;0;1;3.13E-06
-0.0179975;0;0;1;3.13E-06
-0.01799437;0;0;1;3.13E-06
-0.01799124;0;0;1;3.13E-06
-0.01798811;0;0;1;3.13E-06
-0.01798498;0;0;1;3.13E-06
-0.01798185;0;0;1;3.13E-06
-0.01797872;0;0;1;3.13E-06
-0.01797559;0;0;1;3.13E-06
-0.01797246;0;0;1;3.13E-06
-0.01796933;0;0;1;3.13E-06
-0.0179662;0;0;1;3.13E-06
-0.01796307;0;0;1;3.13E-06
-0.01795994;0;0;1;3.13E-06
-0.01795681;0;0;1;3.13E-06
-0.01795368;0;0;1;3.13E-06
-0.01795055;0;0;1;3.13E-06
-0.01794742;0;0;1;3.13E-06
-0.01794429;0;0;1;3.13E-06
-0.01794116;0;0;1;3.13E-06
-0.01793803;0;0;1;3.13E-06
-0.0179349;0;0;1;3.13E-06
-0.01793177;0;0;1;3.13E-06
-0.01792864;0;0;1;3.13E-06
-0.01792551;0;0;1;3.13E-06
-0.01792238;0;0;1;3.13E-06
-0.01791925;0;0;1;3.13E-06
-0.01791612;0;0;1;3.13E-06
-0.01791299;0;0;1;3.13E-06
-0.01790986;0;0;1;3.13E-06
-0.01790673;0;0;1;3.13E-06
-0.0179036;0;0;1;3.13E-06
-0.01790047;0;0;1;3.13E-06
-0.01789734;0;0;1;3.13E-06
-0.01789421;0;0;1;3.13E-06
-0.01789108;0;0;1;3.13E-06
-0.01788795;0;0;1;3.13E-06
-0.01788482;0;0;1;3.13E-06
-0.01788169;0;0;1;3.13E-06
-0.01787856;0;0;1;3.13E-06
-0.01787543;0;0;1;3.13E-06
-0.0178723;0;0;1;3.13E-06
-0.01786917;0;0;1;3.13E-06
-0.01786604;0;0;1;3.13E-06
-0.01786291;0;0;1;3.13E-06
-0.01785978;0;0;1;3.13E-06
-0.01785665;0;0;1;3.13E-06
-0.01785352;0;0;1;3.13E-06
-0.01785039;0;0;1;3.13E-06
-0.01784726;0;0;1;3.13E-06
-0.01784413;0;0;1;3.13E-06
-0.017841;0;0;1;3.13E-06
-0.01783787;0;0;1;3.13E-06
-0.01783474;0;0;1;3.13E-06
-0.01783161;0;0;1;3.13E-06
-0.01782848;0;0;1;3.13E-06
-0.01782535;0;0;1;3.13E-06
-0.01782222;0;0;1;3.13E-06
-0.01781909;0;0;1;3.13E-06
-0.01781596;0;0;1;3.13E-06
-0.01781283;1;3.13E-06;1;3.13E-06
-0.0178097;1;3.13E-06;1;3.13E-06
-0.01780657;0;0;1;3.13E-06
-0.01780344;0;0;1;3.13E-06
-0.01780031;0;0;1;3.13E-06
-0.01779718;0;0;1;3.13E-06
-0.01779405;0;0;1;3.13E-06
-0.01779092;0;0;1;3.13E-06
-0.01778779;0;0;1;3.13E-06
-0.01778466;0;0;1;3.13E-06
-0.01778153;0;0;1;3.13E-06
-0.0177784;0;0;1;3.13E-06
-0.01777527;0;0;1;3.13E-06
-0.01777214;0;0;1;3.13E-06
-0.01776901;0;0;1;3.13E-06
-0.01776588;0;0;1;3.13E-06
-0.01776275;0;0;1;3.13E-06
-0.01775962;0;0;1;3.13E-06
-0.01775649;0;0;1;3.13E-06
-0.01775336;0;0;1;3.13E-06
-0.01775023;0;0;1;3.13E-06
-0.0177471;0;0;1;3.13E-06
-0.01774397;0;0;1;3.13E-06
-0.01774084;0;0;1;3.13E-06
-0.01773771;0;0;1;3.13E-06
-0.01773458;0;0;1;3.13E-06
-0.01773145;0;0;1;3.13E-06
-0.01772832;0;0;1;3.13E-06
-0.01772519;0;0;1;3.13E-06
-0.01772206;0;0;1;3.13E-06
-0.01771893;0;0;1;3.13E-06
-0.0177158;0;0;1;3.13E-06
-0.01771267;0;0;1;3.13E-06
-0.01770954;0;0;1;3.13E-06
-0.01770641;0;0;1;3.13E-06
-0.01770328;0;0;1;3.13E-06
-0.01770015;0;0;1;3.13E-06
-0.01769702;0;0;1;3.13E-06
-0.01769389;0;0;1;3.13E-06
-0.01769076;0;0;1;3.13E-06
-0.01768763;0;0;1;3.13E-06
-0.0176845;0;0;1;3.13E-06
-0.01768137;0;0;1;3.13E-06
-0.01767824;0;0;1;3.13E-06
-0.01767511;0;0;1;3.13E-06
-0.01767198;0;0;1;3.13E-06
-0.01766885;0;0;1;3.13E-06
-0.01766572;0;0;1;3.13E-06
-0.01766259;0;0;1;3.13E-06
-0.01765946;0;0;1;3.13E-06
-0.01765633;0;0;1;3.13E-06
-0.0176532;0;0;1;3.13E-06
-0.01765007;0;0;1;3.13E-06
-0.01764694;0;0;1;3.13E-06
-0.01764381;0;0;1;3.13E-06
-0.01764068;0;0;1;3.13E-06
-0.01763755;0;0;1;3.13E-06
-0.01763442;0;0;1;3.13E-06
-0.01763129;0;0;1;3.13E-06
-0.01762816;0;0;1;3.13E-06
-0.01762503;0;0;1;3.13E-06
-0.0176219;0;0;1;3.13E-06
-0.01761877;0;0;1;3.13E-06
-0.01761564;0;0;1;3.13E-06
-0.01761251;0;0;1;3.13E-06
-0.01760938;0;0;1;3.13E-06
-0.01760625;0;0;1;3.13E-06
-0.01760312;0;0;1;3.13E-06
-0.01759999;1;3.13E-06;1;3.13E-06
-0.01759686;1;3.13E-06;1;3.13E-06
-0.01759373;0;0;1;3.13E-06
-0.0175906;0;0;1;3.13E-06
-0.01758747;0;0;1;3.13E-06
-0.01758434;0;0;1;3.13E-06
-0.01758121;0;0;1;3.13E-06
-0.01757808;0;0;1;3.13E-06
-0.01757495;0;0;1;3.13E-06
-0.01757182;0;0;1;3.13E-06
-0.01756869;0;0;1;3.13E-06
-0.01756556;0;0;1;3.13E-06
-0.01756243;0;0;1;3.13E-06
-0.0175593;0;0;1;3.13E-06
-0.01755617;0;0;1;3.13E-06
-0.01755304;0;0;1;3.13E-06
-0.01754991;0;0;1;3.13E-06
-0.01754678;0;0;1;3.13E-06
-0.01754365;0;0;1;3.13E-06
-0.01754052;0;0;1;3.13E-06
-0.01753739;0;0;1;3.13E-06
-0.01753426;0;0;1;3.13E-06
-0.01753113;0;0;1;3.13E-06
-0.017528;0;0;1;3.13E-06
-0.01752487;0;0;1;3.13E-06
-0.01752174;0;0;1;3.13E-06
-0.01751861;0;0;1;3.13E-06
-0.01751548;0;0;1;3.13E-06
-0.01751235;0;0;1;3.13E-06
-0.01750922;0;0;1;3.13E-06
-0.01750609;0;0;1;3.13E-06
-0.01750296;0;0;1;3.13E-06
-0.01749983;0;0;1;3.13E-06
-0.0174967;0;0;1;3.13E-06
-0.01749357;0;0;1;3.13E-06
-0.01749044;0;0;1;3.13E-06
-0.01748731;0;0;1;3.13E-06
-0.01748418;0;0;1;3.13E-06
-0.01748105;0;0;1;3.13E-06
-0.01747792;0;0;1;3.13E-06
-0.01747479;0;0;1;3.13E-06
-0.01747166;0;0;1;3.13E-06
-0.01746853;0;0;1;3.13E-06
-0.0174654;0;0;1;3.13E-06
-0.01746227;0;0;1;3.13E-06
-0.01745914;0;0;1;3.13E-06
-0.01745601;0;0;1;3.13E-06
-0.01745288;0;0;1;3.13E-06
-0.01744975;1;3.13E-06;1;3.13E-06
-0.01744662;1;3.13E-06;1;3.13E-06
-0.01744349;0;0;1;3.13E-06
-0.01744036;0;0;1;3.13E-06
-0.01743723;0;0;1;3.13E-06
-0.0174341;0;0;1;3.13E-06
-0.01743097;0;0;1;3.13E-06
-0.01742784;0;0;1;3.13E-06
-0.01742471;0;0;1;3.13E-06
-0.01742158;0;0;1;3.13E-06
-0.01741845;0;0;1;3.13E-06
-0.01741532;0;0;1;3.13E-06
-0.01741219;0;0;1;3.13E-06
-0.01740906;0;0;1;3.13E-06
-0.01740593;0;0;1;3.13E-06
-0.0174028;0;0;1;3.13E-06
-0.01739967;0;0;1;3.13E-06
-0.01739654;0;0;1;3.13E-06
-0.01739341;0;0;1;3.13E-06
-0.01739028;0;0;1;3.13E-06
-0.01738715;0;0;1;3.13E-06
-0.01738402;0;0;1;3.13E-06
-0.01738089;0;0;1;3.13E-06
-0.01737776;0;0;1;3.13E-06
-0.01737463;0;0;1;3.13E-06
-0.0173715;0;0;1;3.13E-06
-0.01736837;0;0;1;3.13E-06
-0.01736524;0;0;1;3.13E-06
-0.01736211;0;0;1;3.13E-06
-0.01735898;0;0;1;3.13E-06
-0.01735585;0;0;1;3.13E-06
-0.01735272;0;0;1;3.13E-06
-0.01734959;0;0;1;3.13E-06
-0.01734646;0;0;1;3.13E-06
-0.01734333;0;0;1;3.13E-06
-0.0173402;0;0;1;3.13E-06
-0.01733707;0;0;1;3.13E-06
-0.01733394;0;0;1;3.13E-06
-0.01733081;0;0;1;3.13E-06
-0.01732768;0;0;1;3.13E-06
-0.01732455;0;0;1;3.13E-06
-0.01732142;0;0;1;3.13E-06
-0.01731829;0;0;1;3.13E-06
-0.01731516;0;0;1;3.13E-06
-0.01731203;0;0;1;3.13E-06
